order_id,order_date,ship_date,customer_id,product_id,region,category,sub_category,quantity,sales,discount,profit,order_month,shipping_days,profit_margin_pct,customer_name,segment,city
NM202401932400,2024-01-18,2024-01-18,CU0027,PR501, East,TECHNOLOGY,Phones,1,884.05,0.15,170.64,January,0,19.3020756744528,Jamie Shah,Consumer,New York
NM202401983783,2024-01-01,2024-01-06,CU0197,PR502,West,Technology,Phones,4,1268.8,0.0,619.04,January,5,48.78940731399748,Casey Fox,Corporate,Seattle
NM202401586920,2024-01-28,2024-02-02,CU0129,PR511, South,furniture,Chairs,6,712.86,0.0,336.84,January,5,47.25191482198468,Quinn Roy,Home Office,Atlanta
NM202401948236,2024-01-24,2024-01-28,CU0011,PR517,west,Office Supplies,Binders,8,707.52,0.0,324.64,January,4,45.884215287200355,Quinn Hunt,Consumer,Seattle
NM202401770087,2024-01-17,2024-01-20,CU0030,PR502,West ,TECHNOLOGY,Phones,4,1268.8,0.0,619.04,January,3,48.78940731399748,Sam Lee,Corporate,Los Angeles
NM202401411013,2024-01-04,2024-01-05,CU0150,PR507,South,technology,Machines,6,230.53,0.1,111.43,January,1,48.33644211165576,Riley Fox,Consumer,Miami
NM202401942482,2024-01-06,2024-01-07,CU0093,PR502,east,Technology,Phones,5,1427.4,0.1,615.2,January,1,43.0993414599972,Taylor Bell,Consumer,New York
NM202401462736,2024-01-03,2024-01-08,CU0096,PR514, East,furniture,Bookcases,1,264.97,0.0,104.94,January,5,39.60448352643695,Riley Fox,Home Office,Boston
NM202401172027,2024-01-29,2024-02-03,CU0227,PR521, West,OFFICE SUPPLIES,Storage,6,298.8,0.0,70.92,January,5,23.734939759036145,Jamie Cruz,Corporate,Los Angeles
NM202401108239,2024-01-27,2024-02-03,CU0134,PR501,Central,TECHNOLOGY,Phones,3,1872.11,0.4,-268.12,January,7,-14.321808013418016,Morgan Fox,Home Office,Chicago
NM202401607080,2024-01-27,2024-01-27,CU0056,PR513,East,Furniture,Tables,3,647.8,0.15,59.71,January,0,9.217351034269837,Jordan Wood,Corporate,New York
NM202401540785,2024-01-10,2024-01-16,CU0139,PR508,West ,Technology,Machines,4,780.13,0.15,307.17,January,6,39.37420686295874,Jamie Ray,Corporate,Los Angeles
NM202401838279,2024-01-30,2024-02-03,CU0036,PR502, Central,Technology,Phones,2,380.64,0.0,55.76,January,4,14.649012189995798,Casey Fox,Corporate,Chicago
NM202401979202,2024-01-07,2024-01-07,CU0184,PR504,East ,technology,Accessories,4,2620.51,0.1,914.15,January,0,34.884430893223076,Jamie Lee,Consumer,New York
NM202401707013,2024-01-13,2024-01-19,CU0035,PR524,Central ,Office Supplies,Art,1,33.8,0.6,-32.14,January,6,-95.08875739644972,Riley Cruz,Corporate,Dallas
NM202401673214,2024-01-11,2024-01-16,CU0182,PR507,East ,TECHNOLOGY,Machines,2,85.38,0.0,45.68,January,5,53.50199109861794,Taylor Fox,Consumer,Boston
NM202401976468,2024-01-31,2024-02-03,CU0200,PR501,East ,TECHNOLOGY,Phones,5,3640.21,0.3,73.16,January,3,2.009774161380799,Quinn Shah,Consumer,Boston
NM202401949662,2024-01-17,2024-01-19,CU0149,PR501,WEST,technology,Phones,5,4420.25,0.15,853.2,January,2,19.302075674452805,Morgan Cruz,Corporate,Los Angeles
NM202401752549,2024-01-01,2024-01-06,CU0011,PR517,West ,Office Supplies,Binders,8,601.39,0.15,218.51,January,5,36.3341591978583,Quinn Hunt,Consumer,Seattle
NM202401235367,2024-01-20,2024-01-24,CU0134,PR510,Central,furniture,Chairs,4,776.45,0.2,109.21,January,4,14.06529718591023,Morgan Fox,Home Office,Chicago
NM202401475802,2024-01-03,2024-01-09,CU0107,PR505, South,TECHNOLOGY,Accessories,6,1048.9,0.1,373.78,January,6,35.635427590809414,Taylor Lee,Corporate,Miami
NM202401918108,2024-01-20,2024-01-22,CU0199,PR505,CENTRAL,technology,Accessories,6,1165.44,0.0,490.32,January,2,42.07166392092257,Riley Shah,Home Office,Dallas
NM202401906364,2024-01-16,2024-01-19,CU0174,PR521,east,OFFICE SUPPLIES,Storage,6,298.8,0.0,70.92,January,3,23.734939759036145,Sam Lee,Corporate,New York
NM202401516375,2024-01-30,2024-02-02,CU0033,PR508,SOUTH,Technology,Machines,5,917.8,0.2,326.6,January,3,35.58509479189366,Drew Cruz,Consumer,Miami
NM202401742048,2024-01-24,2024-01-31,CU0140,PR507, East,TECHNOLOGY,Machines,6,256.14,0.0,137.04,January,7,53.50199109861794,Jamie Roy,Home Office,New York
NM202401641700,2024-01-19,2024-01-25,CU0185,PR521,East ,Office Supplies,Storage,6,298.8,0.0,70.92,January,6,23.734939759036145,Sam Shah,Consumer,New York
NM202401284194,2024-01-16,2024-01-23,CU0240,PR521,east,Office Supplies,Storage,7,296.31,0.15,30.45,January,7,10.276399716513112,Sam Cruz,Home Office,New York
NM202401124366,2024-01-09,2024-01-12,CU0034,PR519, East,Office Supplies,Paper,1,7.88,0.0,0.69,January,3,8.756345177664974,Quinn Bell,Corporate,New York
NM202401773932,2024-01-15,2024-01-15,CU0090,PR512,South,Furniture,Tables,5,2787.8,0.2,250.0,January,0,8.967644737786069,Riley Bell,Consumer,Miami
NM202401905198,2024-01-20,2024-01-20,CU0132,PR513,CENTRAL,Furniture,Tables,1,177.83,0.3,-18.2,January,0,-10.234493617499858,Sam Hunt,Corporate,Chicago
NM202401350744,2024-01-14,2024-01-21,CU0036,PR513,CENTRAL,Furniture,Tables,8,1625.86,0.2,57.62,January,7,3.5439705755723123,Casey Fox,Corporate,Chicago
NM202401950284,2024-01-15,2024-01-17,CU0137,PR502, South,Technology,Phones,1,317.2,0.0,154.76,January,2,48.78940731399748,Jordan Roy,Consumer,Miami
NM202401436414,2024-01-17,2024-01-22,CU0215,PR508,east,TECHNOLOGY,Machines,3,413.01,0.4,58.29,January,5,14.11345972252488,Drew Hunt,Corporate,Boston
NM202401702470,2024-01-16,2024-01-23,CU0107,PR516,SOUTH,office supplies,Binders,7,60.73,0.1,26.57,January,7,43.751029145397666,Taylor Lee,Corporate,Miami
NM202401592063,2024-01-26,2024-01-27,CU0064,PR523,West,Office Supplies,Art,8,347.0,0.15,37.8,January,1,10.893371757925072,Riley Roy,Home Office,Los Angeles
NM202401448067,2024-01-04,2024-01-05,CU0094,PR512,East,Furniture,Tables,6,4181.7,0.0,1136.34,January,1,27.174115790228853,Casey Roy,Consumer,Boston
NM202401214640,2024-01-02,2024-01-09,CU0052,PR508,east,Technology,Machines,7,1606.15,0.0,778.47,January,7,48.46807583351493,Sam Hunt,Home Office,Boston
NM202401785348,2024-01-06,2024-01-10,CU0057,PR516, Central,office supplies,Binders,5,38.56,0.2,14.16,January,4,36.72199170124481,Casey Lee,Corporate,Dallas
NM202401354912,2024-01-24,2024-01-31,CU0211,PR513,Central ,Furniture,Tables,2,431.87,0.15,39.81,January,7,9.218051728529419,Jamie Cruz,Consumer,Chicago
NM202401261117,2024-01-10,2024-01-14,CU0181,PR522,east,Office Supplies,Storage,5,208.45,0.0,41.69,January,4,20.0,Casey Dean,Home Office,New York
NM202401703131,2024-01-22,2024-01-25,CU0077,PR518,South,Office Supplies,Paper,3,162.36,0.2,60.36,January,3,37.17664449371766,Alex Lee,Corporate,Atlanta
NM202401972913,2024-01-04,2024-01-06,CU0220,PR506,Central ,technology,Accessories,7,3890.11,0.15,1592.15,January,2,40.92814856135173,Drew Dean,Consumer,Dallas
NM202401517720,2024-01-27,2024-02-01,CU0073,PR510,WEST,Furniture,Chairs,5,1091.88,0.1,257.83,January,5,23.613400740008057,Jordan Wood,Home Office,Los Angeles
NM202401959211,2024-01-23,2024-01-23,CU0087,PR523,south,Office Supplies,Art,3,107.16,0.3,-8.79,January,0,-8.2026875699888,Sam Roy,Corporate,Miami
NM202401536299,2024-01-05,2024-01-06,CU0160,PR512, South,Furniture,Tables,5,1393.9,0.6,-1143.9,January,1,-82.06471052442787,Quinn Fox,Home Office,Atlanta
NM202401565651,2024-01-13,2024-01-20,CU0160,PR510,South ,Furniture,Chairs,2,436.75,0.1,103.13,January,7,23.613050944476242,Quinn Fox,Home Office,Atlanta
NM202401991625,2024-01-21,2024-01-26,CU0224,PR509, East,technology,Machines,2,794.96,0.4,122.54,January,5,15.414612055952501,Jordan Fox,Consumer,New York
NM202401257337,2024-01-11,2024-01-12,CU0083,PR517,Central ,OFFICE SUPPLIES,Binders,2,176.88,0.0,81.16,January,1,45.884215287200355,Taylor Wood,Consumer,Chicago
NM202401780369,2024-01-25,2024-01-25,CU0104,PR516,East,Office Supplies,Binders,8,61.7,0.2,22.66,January,0,36.726094003241485,Riley Wood,Home Office,New York
NM202401250276,2024-01-16,2024-01-22,CU0181,PR509,East ,technology,Machines,8,4769.78,0.1,2080.1,January,6,43.60997781868346,Casey Dean,Home Office,New York
NM202401136815,2024-01-05,2024-01-10,CU0007,PR516,East ,Office Supplies,Binders,1,9.64,0.0,4.76,January,5,49.377593360995846,Taylor Roy,Corporate,New York
NM202401571224,2024-01-18,2024-01-21,CU0026,PR507, South,TECHNOLOGY,Machines,8,341.52,0.0,182.72,January,3,53.50199109861794,Casey Roy,Consumer,Atlanta
NM202401358216,2024-01-17,2024-01-22,CU0192,PR506, Central,TECHNOLOGY,Accessories,7,2745.96,0.4,448.0,January,5,16.314877128581625,Jamie Fox,Home Office,Dallas
NM202401519481,2024-01-12,2024-01-15,CU0163,PR501,CENTRAL,Technology,Phones,6,6240.36,0.0,1959.9,January,3,31.406841912966566,Drew Wood,Corporate,Dallas
NM202401956536,2024-01-07,2024-01-11,CU0234,PR522,West,office supplies,Storage,3,125.07,0.0,59.01,January,4,47.18157831614296,Jamie Ray,Consumer,Los Angeles
NM202401638308,2024-01-11,2024-01-11,CU0150,PR507,south,Technology,Machines,4,170.76,0.0,91.36,January,0,53.50199109861794,Riley Fox,Consumer,Miami
NM202401382809,2024-01-07,2024-01-07,CU0109,PR511,central,FURNITURE,Chairs,8,950.48,0.0,449.12,January,0,47.251914821984684,Casey Cruz,Consumer,Dallas
NM202401113216,2024-01-04,2024-01-11,CU0157,PR513,South ,FURNITURE,Tables,7,1778.28,0.0,406.07,January,7,22.8349866162809,Sam Ray,Corporate,Atlanta
NM202401488980,2024-01-19,2024-01-19,CU0227,PR503,west,technology,Phones,7,650.54,0.0,-36.09,January,0,-5.547698834814155,Jamie Cruz,Corporate,Los Angeles
NM202401509214,2024-01-06,2024-01-08,CU0133,PR520, West,Office Supplies,Paper,5,39.6,0.2,13.55,January,2,34.217171717171716,Morgan Ray,Corporate,Los Angeles
NM202401414444,2024-01-14,2024-01-20,CU0026,PR517,South ,Office Supplies,Binders,3,265.32,0.0,121.74,January,6,45.884215287200355,Casey Roy,Consumer,Atlanta
NM202401824345,2024-01-01,2024-01-07,CU0214,PR502,Central,Technology,Phones,4,1015.04,0.2,365.28,January,6,35.986759142496844,Quinn Dean,Home Office,Chicago
NM202401433297,2024-01-24,2024-01-30,CU0129,PR521,South,office supplies,Storage,2,39.84,0.6,-36.12,January,6,-90.66265060240963,Quinn Roy,Home Office,Atlanta
NM202401826295,2024-01-16,2024-01-21,CU0092,PR508,South ,technology,Machines,2,413.01,0.1,176.53,January,5,42.74230648168325,Casey Fox,Home Office,Miami
NM202401161960,2024-01-30,2024-01-30,CU0207,PR506,Central ,technology,Accessories,8,3661.28,0.3,1035.04,January,0,28.26989468164139,Jordan Ray,Corporate,Dallas
NM202401276874,2024-01-22,2024-01-29,CU0128,PR501,EAST,TECHNOLOGY,Phones,4,4160.24,0.0,1306.6,January,7,31.40684191296656,Jordan Shah,Home Office,New York
NM202401896108,2024-01-19,2024-01-20,CU0229,PR505,Central ,Technology,Accessories,7,1087.74,0.2,300.1,January,1,27.58931362274073,Drew Bell,Corporate,Chicago
NM202401426373,2024-01-07,2024-01-10,CU0019,PR508,east,technology,Machines,4,917.8,0.0,444.84,January,3,48.46807583351493,Morgan Cruz,Corporate,Boston
NM202401759121,2024-01-30,2024-02-01,CU0103,PR502,South ,Technology,Phones,5,1586.0,0.0,773.8,January,2,48.78940731399747,Quinn Bell,Consumer,Miami
NM202401889061,2024-01-27,2024-01-30,CU0201,PR503,South ,TECHNOLOGY,Phones,5,774.45,0.0,284.0,January,3,36.67118600296985,Quinn Lee,Consumer,Miami
NM202401174720,2024-01-11,2024-01-11,CU0230,PR511,Central ,Furniture,Chairs,4,475.24,0.0,224.56,January,0,47.251914821984684,Riley Hunt,Consumer,Dallas
NM202401361802,2024-01-10,2024-01-15,CU0149,PR505,WEST,TECHNOLOGY,Accessories,8,1553.92,0.0,653.76,January,5,42.07166392092257,Morgan Cruz,Corporate,Los Angeles
NM202401512852,2024-01-10,2024-01-14,CU0063,PR514, Central,furniture,Bookcases,1,238.47,0.1,78.44,January,4,32.89302637648341,Alex Lee,Consumer,Chicago
NM202401535030,2024-01-09,2024-01-14,CU0216,PR509,South,Technology,Machines,7,3709.83,0.2,1356.36,January,5,36.56124404622314,Alex Shah,Corporate,Miami
NM202401178179,2024-01-02,2024-01-06,CU0049,PR509,central,Technology,Machines,1,662.47,0.0,326.26,January,4,49.24902259724968,Sam Bell,Corporate,Dallas
NM202401737236,2024-01-18,2024-01-21,CU0044,PR518,Central,office supplies,Paper,5,304.43,0.1,134.43,January,3,44.157934500542,Quinn Bell,Home Office,Chicago
NM202401780924,2024-01-19,2024-01-23,CU0178,PR512,West ,FURNITURE,Tables,2,1184.82,0.15,169.7,January,4,14.322850728380681,Drew Lee,Consumer,Los Angeles
NM202401131499,2024-01-08,2024-01-10,CU0047,PR515,East ,Furniture,Bookcases,2,801.23,0.3,167.67,January,2,20.926575390337355,Morgan Shah,Consumer,Boston
NM202401839244,2024-01-30,2024-02-05,CU0063,PR522,Central ,Office Supplies,Storage,7,116.73,0.6,-37.41,January,6,-32.04831662811616,Alex Lee,Consumer,Chicago
NM202401138304,2024-01-15,2024-01-20,CU0110,PR504,West,TECHNOLOGY,Accessories,2,1455.84,0.0,602.66,January,5,41.39603253104737,Jordan Wood,Consumer,Seattle
NM202401814222,2024-01-02,2024-01-05,CU0209,PR514,central,Furniture,Bookcases,1,238.47,0.1,78.44,January,3,32.89302637648341,Sam Lee,Corporate,Dallas
NM202401320096,2024-01-01,2024-01-08,CU0123,PR521,Central,Office Supplies,Storage,6,298.8,0.0,70.92,January,7,23.734939759036145,Sam Dean,Home Office,Dallas
NM202401875662,2024-01-06,2024-01-12,CU0037,PR504,west,Technology,Accessories,4,1164.67,0.6,-541.69,January,6,-46.510170262821234,Jordan Bell,Corporate,Seattle
NM202401349048,2024-01-29,2024-02-01,CU0100,PR510,central,FURNITURE,Chairs,3,655.13,0.1,154.7,January,3,23.613633935249492,Alex Hunt,Corporate,Dallas
NM202401993170,2024-01-02,2024-01-04,CU0059,PR510,SOUTH,furniture,Chairs,4,970.56,0.0,303.32,January,2,31.252060666007253,Sam Wood,Consumer,Atlanta
NM202401150294,2024-01-09,2024-01-16,CU0108,PR511,east,Furniture,Chairs,3,285.14,0.2,97.13,January,7,34.06396857683945,Sam Dean,Consumer,New York
NM202401176716,2024-01-30,2024-01-31,CU0015,PR522,East ,office supplies,Storage,4,166.76,0.0,78.68,January,1,47.18157831614297,Sam Wood,Consumer,New York
NM202401264888,2024-01-26,2024-01-28,CU0044,PR523,central,Office Supplies,Art,4,204.12,0.0,49.52,January,2,24.260239075053892,Quinn Bell,Home Office,Chicago
NM202401331080,2024-01-26,2024-02-01,CU0160,PR518,South ,Office Supplies,Paper,5,338.25,0.0,168.25,January,6,49.74131559497413,Quinn Fox,Home Office,Atlanta
NM202401985555,2024-01-30,2024-02-02,CU0044,PR521,CENTRAL,Office Supplies,Storage,1,44.82,0.1,6.84,January,3,15.261044176706825,Quinn Bell,Home Office,Chicago
NM202401205880,2024-01-22,2024-01-25,CU0208,PR507, West,Technology,Machines,8,341.52,0.0,182.72,January,3,53.50199109861794,Morgan Ray,Corporate,Seattle
NM202401266165,2024-01-01,2024-01-06,CU0227,PR519,West,Office Supplies,Paper,4,45.04,0.0,16.28,January,5,36.145648312611016,Jamie Cruz,Corporate,Los Angeles
NM202401849876,2024-01-12,2024-01-19,CU0207,PR516,CENTRAL,office supplies,Binders,2,11.57,0.4,1.81,January,7,15.643906655142612,Jordan Ray,Corporate,Dallas
NM202401256575,2024-01-18,2024-01-23,CU0016,PR516,East,Office Supplies,Binders,8,77.12,0.0,38.08,January,5,49.377593360995846,Jordan Roy,Home Office,Boston
NM202401691736,2024-01-05,2024-01-09,CU0048,PR503,WEST,Technology,Phones,2,263.31,0.15,67.13,January,4,25.494664084159353,Alex Dean,Corporate,Los Angeles
NM202401458867,2024-01-02,2024-01-04,CU0132,PR505,Central ,Technology,Accessories,2,388.48,0.0,163.44,January,2,42.07166392092257,Sam Hunt,Corporate,Chicago
NM202401618446,2024-01-17,2024-01-20,CU0027,PR512,East,Furniture,Tables,7,3902.92,0.2,780.5840000000001,January,3,20.0,Jamie Shah,Consumer,New York
NM202401936290,2024-01-18,2024-01-20,CU0013,PR509,Central ,technology,Machines,6,3974.82,0.0,1957.56,January,2,49.24902259724968,Jamie Cruz,Consumer,Dallas
NM202401642938,2024-01-17,2024-01-18,CU0151,PR504,central,technology,Accessories,1,655.13,0.1,228.54,January,1,34.884679376612276,Jamie Dean,Home Office,Chicago
NM202401324803,2024-01-14,2024-01-20,CU0018,PR523,South,Office Supplies,Art,2,86.75,0.15,9.45,January,6,10.893371757925072,Riley Bell,Consumer,Atlanta
NM202401495426,2024-01-26,2024-01-30,CU0099,PR509, East,TECHNOLOGY,Machines,7,3709.83,0.2,1356.36,January,4,36.56124404622314,Drew Dean,Consumer,Boston
NM202401783674,2024-01-15,2024-01-20,CU0089,PR507,west,TECHNOLOGY,Machines,5,213.45,0.0,114.2,January,5,53.50199109861795,Drew Roy,Consumer,Los Angeles
NM202401600802,2024-01-06,2024-01-12,CU0047,PR515, East,furniture,Bookcases,6,2918.78,0.15,1018.1,January,6,34.881011929641836,Morgan Shah,Consumer,Boston
NM202401247014,2024-01-19,2024-01-26,CU0119,PR510,west,furniture,Chairs,5,1091.88,0.1,257.83,January,7,23.613400740008057,Sam Fox,Consumer,Seattle
NM202401615950,2024-01-14,2024-01-20,CU0075,PR523,west,office supplies,Art,5,153.09,0.4,-40.16,January,6,-26.23293487491018,Casey Dean,Consumer,Seattle
NM202401450550,2024-01-27,2024-01-29,CU0067,PR518,East,office supplies,Paper,6,405.9,0.0,201.9,January,2,49.74131559497413,Jamie Hunt,Corporate,Boston
NM202401967535,2024-01-04,2024-01-07,CU0018,PR517,south,OFFICE SUPPLIES,Binders,5,397.98,0.1,158.68,January,3,39.871350319111514,Riley Bell,Consumer,Atlanta
NM202401237282,2024-01-02,2024-01-09,CU0031,PR516, South,Office Supplies,Binders,5,38.56,0.2,14.16,January,7,36.72199170124481,Jordan Dean,Consumer,Atlanta
NM202401375597,2024-01-09,2024-01-14,CU0203,PR512,SOUTH,FURNITURE,Tables,2,975.73,0.3,-39.39,January,5,-4.036977442530208,Alex Bell,Corporate,Atlanta
NM202401293329,2024-01-02,2024-01-03,CU0079,PR518, Central,Office Supplies,Paper,1,67.65,0.0,33.65,January,1,49.741315594974125,Morgan Bell,Consumer,Chicago
NM202401597866,2024-01-02,2024-01-04,CU0184,PR502, East,Technology,Phones,5,1586.0,0.0,773.8,January,2,48.78940731399747,Jamie Lee,Consumer,New York
NM202401736332,2024-01-06,2024-01-06,CU0178,PR503,west,TECHNOLOGY,Phones,6,929.34,0.0,340.8,January,0,36.671186002969854,Drew Lee,Consumer,Los Angeles
NM202401669171,2024-01-11,2024-01-14,CU0096,PR522,East,Office Supplies,Storage,6,250.14,0.0,118.02,January,3,47.18157831614296,Riley Fox,Home Office,Boston
NM202401346122,2024-01-12,2024-01-16,CU0198,PR509,east,technology,Machines,7,3941.7,0.15,1588.23,January,4,40.29302077783697,Morgan Hunt,Corporate,Boston
NM202401312199,2024-01-13,2024-01-20,CU0230,PR510,Central ,Furniture,Chairs,3,727.92,0.0,227.49,January,7,31.25206066600726,Riley Hunt,Consumer,Dallas
NM202401771193,2024-01-13,2024-01-13,CU0061,PR501, West,TECHNOLOGY,Phones,2,2080.12,0.0,653.3,January,0,31.40684191296656,Jamie Cruz,Consumer,Los Angeles
NM202401734533,2024-01-15,2024-01-16,CU0039,PR512,East ,Furniture,Tables,4,2369.63,0.15,339.39,January,1,14.322489164975122,Quinn Roy,Consumer,Boston
NM202401863824,2024-01-07,2024-01-10,CU0153,PR519,SOUTH,OFFICE SUPPLIES,Paper,1,11.26,0.0,2.2520000000000002,January,3,20.0,Casey Wood,Consumer,Miami
NM202401283503,2024-01-28,2024-01-30,CU0068,PR504,WEST,Technology,Accessories,7,5095.44,0.0,2109.31,January,2,41.396032531047375,Jamie Ray,Consumer,Seattle
NM202401510945,2024-01-01,2024-01-06,CU0173,PR509,West,technology,Machines,2,1324.94,0.0,652.52,January,5,49.24902259724968,Taylor Cruz,Corporate,Seattle
NM202401168369,2024-01-22,2024-01-28,CU0155,PR502,South ,technology,Phones,5,1586.0,0.0,773.8,January,6,48.78940731399747,Sam Wood,Consumer,Atlanta
NM202401693182,2024-01-14,2024-01-14,CU0146,PR508, East,Technology,Machines,1,183.56,0.2,65.32,January,0,35.58509479189366,Casey Wood,Consumer,New York
NM202401254726,2024-01-13,2024-01-19,CU0128,PR512,East ,Furniture,Tables,7,3415.06,0.3,683.0120000000001,January,6,20.0,Jordan Shah,Home Office,New York
NM202401268000,2024-01-31,2024-02-03,CU0058,PR523,east,OFFICE SUPPLIES,Art,4,204.12,0.0,49.52,January,3,24.260239075053892,Morgan Dean,Corporate,New York
NM202401188377,2024-01-16,2024-01-20,CU0195,PR519,SOUTH,office supplies,Paper,7,55.17,0.3,4.84,January,4,8.772883813666848,Riley Bell,Corporate,Miami
NM202401615133,2024-01-11,2024-01-17,CU0162,PR516,South,OFFICE SUPPLIES,Binders,3,24.58,0.15,9.94,January,6,40.439381611065905,Casey Ray,Consumer,Atlanta
NM202401505478,2024-01-15,2024-01-21,CU0150,PR504,South ,TECHNOLOGY,Accessories,4,2911.68,0.0,1205.32,January,6,41.39603253104737,Riley Fox,Consumer,Miami
NM202401305243,2024-01-26,2024-01-26,CU0185,PR508,East,TECHNOLOGY,Machines,8,1835.6,0.0,889.68,January,0,48.46807583351493,Sam Shah,Consumer,New York
NM202401218102,2024-01-10,2024-01-12,CU0093,PR516,East,Office Supplies,Binders,5,19.28,0.6,-5.12,January,2,-26.556016597510375,Taylor Bell,Consumer,New York
NM202401398279,2024-01-02,2024-01-02,CU0235,PR501,east,technology,Phones,2,2080.12,0.0,653.3,January,0,31.40684191296656,Sam Roy,Consumer,New York
NM202401280580,2024-01-21,2024-01-28,CU0126,PR515,south,FURNITURE,Bookcases,2,801.23,0.3,167.67,January,7,20.926575390337355,Quinn Cruz,Consumer,Atlanta
NM202401193790,2024-01-11,2024-01-16,CU0232,PR520, Central,Office Supplies,Paper,6,47.52,0.2,16.26,January,5,34.217171717171716,Casey Ray,Consumer,Chicago
NM202401243078,2024-01-14,2024-01-17,CU0104,PR510,East ,Furniture,Chairs,1,242.64,0.0,75.83,January,3,31.252060666007253,Riley Wood,Home Office,New York
NM202401148567,2024-01-08,2024-01-12,CU0053,PR502,east,TECHNOLOGY,Phones,1,253.76,0.2,91.32,January,4,35.986759142496844,Alex Lee,Corporate,New York
NM202401763461,2024-01-22,2024-01-23,CU0036,PR520,Central,OFFICE SUPPLIES,Paper,1,6.93,0.3,1.72,January,1,24.81962481962482,Casey Fox,Corporate,Chicago
NM202401418587,2024-01-23,2024-01-24,CU0207,PR511,central,Furniture,Chairs,1,118.81,0.0,56.14,January,1,47.251914821984684,Jordan Ray,Corporate,Dallas
NM202401889652,2024-01-11,2024-01-11,CU0133,PR510, West,furniture,Chairs,7,1528.63,0.1,360.96,January,0,23.613300798754437,Morgan Ray,Corporate,Los Angeles
NM202401257840,2024-01-12,2024-01-16,CU0169,PR513,South,Furniture,Tables,3,685.91,0.1,97.82,January,4,14.26134624076045,Morgan Ray,Home Office,Atlanta
NM202401238399,2024-01-24,2024-01-30,CU0175,PR509,Central,Technology,Machines,7,3709.83,0.2,1356.36,January,6,36.56124404622314,Riley Fox,Consumer,Dallas
NM202401138277,2024-01-15,2024-01-20,CU0094,PR506,East ,technology,Accessories,4,2353.68,0.1,1040.56,January,5,44.209918085721085,Casey Roy,Consumer,Boston
NM202401648484,2024-01-06,2024-01-12,CU0094,PR521,East ,Office Supplies,Storage,8,398.4,0.0,94.56,January,6,23.73493975903615,Casey Roy,Consumer,Boston
NM202401823685,2024-01-22,2024-01-29,CU0030,PR516,WEST,Office Supplies,Binders,6,57.84,0.0,28.56,January,7,49.377593360995846,Sam Lee,Corporate,Los Angeles
NM202401271304,2024-01-02,2024-01-08,CU0057,PR515,Central,Furniture,Bookcases,4,1831.39,0.2,564.27,January,6,30.81102332108398,Casey Lee,Corporate,Dallas
NM202401216475,2024-01-15,2024-01-22,CU0050,PR513,West,furniture,Tables,5,889.14,0.3,-91.01,January,7,-10.235733405312999,Morgan Ray,Corporate,Los Angeles
NM202401453558,2024-01-08,2024-01-15,CU0002,PR510,WEST,Furniture,Chairs,3,582.34,0.2,81.91,January,7,14.065666105711438,Alex Lee,Consumer,Seattle
NM202401902877,2024-01-23,2024-01-26,CU0076,PR518,Central,Office Supplies,Paper,3,202.95,0.0,100.95,January,3,49.74131559497413,Jordan Lee,Corporate,Dallas
NM202401698793,2024-01-18,2024-01-23,CU0074,PR506, Central,TECHNOLOGY,Accessories,4,1830.64,0.3,517.52,January,5,28.26989468164139,Morgan Wood,Consumer,Chicago
NM202401124324,2024-01-16,2024-01-23,CU0139,PR506,WEST,Technology,Accessories,5,2615.2,0.2,973.8,January,7,37.23615784643622,Jamie Ray,Corporate,Los Angeles
NM202401196055,2024-01-17,2024-01-23,CU0045,PR522,SOUTH,Office Supplies,Storage,4,150.08,0.1,62.0,January,6,41.311300639658846,Quinn Lee,Corporate,Miami
NM202401392763,2024-01-28,2024-01-29,CU0135,PR510,East ,Furniture,Chairs,3,727.92,0.0,227.49,January,1,31.25206066600726,Quinn Lee,Consumer,New York
NM202401396785,2024-01-03,2024-01-10,CU0154,PR506,South,Technology,Accessories,3,1372.98,0.3,388.14,January,7,28.269894681641393,Sam Lee,Consumer,Miami
NM202401833274,2024-01-21,2024-01-26,CU0003,PR523,East ,Office Supplies,Art,8,367.42,0.1,58.22,January,5,15.84562625877742,Riley Roy,Consumer,Boston
NM202401416883,2024-01-08,2024-01-13,CU0114,PR510, West,furniture,Chairs,1,218.38,0.1,51.57,January,5,23.614799890099828,Riley Roy,Corporate,Los Angeles
NM202401437477,2024-01-18,2024-01-22,CU0195,PR513,South ,furniture,Tables,4,1016.16,0.0,232.04,January,4,22.8349866162809,Riley Bell,Corporate,Miami
NM202401344567,2024-01-21,2024-01-23,CU0123,PR520,Central,Office Supplies,Paper,7,69.3,0.0,32.83,January,2,47.37373737373737,Sam Dean,Home Office,Dallas
NM202401798163,2024-01-11,2024-01-18,CU0066,PR520,West ,office supplies,Paper,5,39.6,0.0,13.55,January,7,34.217171717171716,Morgan Cruz,Home Office,Seattle
NM202401963026,2024-01-12,2024-01-19,CU0141,PR509, South,Technology,Machines,6,3378.6,0.15,1361.34,January,7,40.29302077783697,Jamie Fox,Corporate,Atlanta
NM202401712713,2024-01-03,2024-01-06,CU0016,PR518,East ,OFFICE SUPPLIES,Paper,7,331.49,0.3,93.49,January,3,28.202962381972302,Jordan Roy,Home Office,Boston
NM202401671527,2024-01-31,2024-02-01,CU0001,PR505,SOUTH,Technology,Accessories,6,815.81,0.0,140.69,January,1,17.245437050293575,Taylor Hunt,Consumer,Atlanta
